sent_id	img_id	txt_caption
365	4ejQP5inSSWr2qNp	A tank sits on he grass with its gun aimed high.
366	c4kWYYsWTNWeV3UZ	Some people standing on a sidewalk.
367	MpVRS-zAkHKFEUzn	A man skies through the snow.
368	_-Y9MEwXW1byM5Ia	A woman wearing a navy halter top.
369	fMbQoE76FcQbXjTY	A man and a woman stood together at the base of a very large and unusual brown tree.
370	IrPFX8ehf9PXePoI	A couple on a pavement in an embrace.
371	Mz-bkB83vIEQOmJU	A road with two cars trying to pass each other.
372	F7-3dCZ3Cq2NBtmN	A woman is packing a bag on a bed.
373	FwQZdx7wPDYjKj99	A man with a coat of creamy listening to headphones.
374	LbFWqjYChWm6na_G	Man in a wheelchair surrounded by wooden shelves containing many books.
375	4U7OnXftrQUXbSwZ	An old stone temple and archway that is in partial decay.
376	fMbQoE76FcQbXjTY	A woman in a blue shirt and khaki capris, and a man in a striped blue polo shirt and khaki pants, stand in front of a large tree.
377	bIEIiCmzDPmz_C9v	A man and boy walk in front of a man on horseback, whilst two man walk behind them,. and another man walks beside an unmounted horse, in a clearing, with a blue car to the left.
378	06AJq-FNnpK6TwFx	A team of females giving a thumbs up.
379	oAJ6FGqJi1GaWAs0	An airplane on a runway, the airplane has a skull on it.
380	gx1Y1x0JggnBH60l	Picture of a plant on the beach.
381	o6zkNDpVF9Rg679G	A woman wearing a black corset top.
382	ZZgkZh4MdAL4jDKV	A river winds its way away from a snow-covered mountain with clouds emerging above it.
383	5hl5izvd00_Dv8xB	A green and white bus parked in the street.
384	5Srk6J7WfIsrlwst	A black Mercedes car parked with it tires missing.
385	6bsoYVJO6zB1OXTL	Two men and a woman dressed in white doctor's lab coats.
386	KcEQe1dSKBCnwGij	A women dressed in black standing in front of a store.
387	4p-GVQwBieBHD_O1	Two people in a room with one person pulling on the clothing of the other person.
388	iPlXz6CNuWzd0Rbt	A man wearing a multi- colored suit with stars on, holding a white rabbit.
389	-PNOjxOjVGR7tmk7	A large red-sided boat in water.
390	DUNx2wTZCIUIppCj	A propeller plane is sitting in an open field.
391	DW0MgS4xEdTUPntG	Close up of some small white flowers.
392	JKPdw6y2FTJxsh1K	A man and a woman pose together for a photograph at an event with other people.
393	BCjxgJlQ3TD5T8ST	Some soldiers are crossing the bridge to enter the ship.
394	z2GUT2K2Xagn9j-A	Two people are standing in front of a brick structure.
395	gi3e8QnQWM-yHjZy	Two men playing musical instruments.
396	x8U34DSuCZ1klHbm	A group of children wearing traditional clothing.
397	N9LL8nrfx-GYmsNW	A picture of a helicopter flying.
398	-CGYi2sEOO6GuRDK	A cashier handing a receipt to an elderly male.
399	HvMnijwN7HrFiqOp	A picture of the sun setting and a boat out on the water.
400	Rm5eD3AGdSd15dxu	A large green submarine underwater.
401	VEEBpwVJUi8REJSd	A woman in a tube top wields a weapon above her head.
402	LJAUJTh1hfnW-P88	Four people are sat in front of an audience.
403	JXgqucptFX9CPyx_	A group of people outside in the countryside examining some plant life.
404	emwNOIak8AByGFIE	A young boy in a bathtub.
405	Xz04PaHYt_lVxsP2	A tree covered island in the middle of turquoise ocean.
406	pPzwYRIS9bmi6g7I	A predator is shown attacking a small white bunny but the bunny ends up victorious.
407	WXLchSw5jEDV2-tG	A view of the corner of a room with a table, bench and chair in front of a French window.
408	tEADJjTkUUrFLlmq	A large amount of trucks parked in two rows in a dirt lot.
409	Ck_J-NFmW6gy1pb-	A group of people involved in a stage production.
410	mIrVyilu6YPewOOc	A birds eve view of a town and a lot of roads.
411	2CJxF38F_Qgg6Fhi	A black and white image of a TV actor wearing a cowboy hat.
412	2LxM877IDi6xwbXX	Two trucks are parked side by side.
413	_lrKU_2NgNkRTjnM	A red fire tanker truck parked.
414	pCZ2FjfOeWpw9rMP	A picture of a middle-aged woman in an unknown location.
415	YhwbXqELHtxGW_rP	A group of people sitting down, some wearing headphones and with microphones in the foreground.
416	_-Y9MEwXW1byM5Ia	A tanned blonde woman in a dark top is smiling.
417	IrwG0sPfWI3Q3p44	Many men dressed in white robes and turbans in a sandy street market area.
418	bIfpy5iIL8HQ-ygJ	A row of trees in pots sat on a gravelly ground.
419	Rm5eD3AGdSd15dxu	A single submarine submerged under water.
420	q0vVuqizCvUk6xcE	A woman in a white shirt is walking a horse.
421	60QeqMwE7hPynk0C	Two people both men and one is holding a camera.
422	NaWZCj6rZ-pVeKTJ	A group of people in red shirts standing in front of a house.
423	Uudzib59-6Cxf9Z8	A group of people are entering a cave.
424	nbaHfZeX8-usS6bi	People are waiting to get inside a gate.
425	1VXK-MddG3Qu-7uw	A flat bed lorry is parked in front of a shed.
426	HPJpCXlS5E3fDaK6	A photo taken in a bar of a menu, alcohol, and cash register.
427	b54OS41xx9icKYt0	A guy and girl are taking a nap inside.
428	YRhMa7VZwJPtRNVR	A plane on the runway with people loading luggage onto it in the distance.
429	IzYIampik1oimzmP	Men tackling another man during a sport.
430	VliUh9Cchl1PgfP2	A big mammoth with huge tusks standing on the snowy ground with a group of mammoths and some trees on the background.
431	HgGJkJRPhqq7uGIb	An outside set of men's urinals and one sink, they are divided by small blue partitions.
432	NsNGrKD0Ar_ShFYZ	A bullfighter is waving a red cape at a bull.
433	BcXxcOO-V68HLmf0	A polar bear with two cubs peeks into the entrance of an igloo on the ice covered ground.
434	FIKNtrorb7Vc9EAV	A beautiful house with a swimming pool.
435	uQegg4sP1VhYNR5c	The band of four men called the killers.
436	UhCl56KlDuvgvQ82	Woman in black shirt and skirt laying on a desk.
437	-JLnQ0sp0NV7ogiL	A white woman holding pen and paper sits next to a black man with his hand on a box bearing the word Solvaten.
438	IhThpon1mMJPkvtL	Beautiful garden in front of the house.
439	nEnp2iLWSPCOieKr	A white lorry with other lorries and high rise buildings in the background.
440	6kCLPNZxkntiF7YF	A monument with levels and a statue of a dead body at the base.
441	6Z35LEsyXMMqguPN	A woman in workout clothing using a piece of exercise equipment.
442	7rw45pkj9HSNZC70	A man looking at his mac computer with a male by his side observing.
443	KLkuSO1xX486UQFE	People walking outside a building on a street, cars are on the road and trees are visible.
444	HrBRFEad_w9Q9uWM	In this image there is a class picture of boys and girls.
445	Hed3dPT425ZS6u6w	Rows of wooden boats are in the river.
446	pt0vp3lQPmYshRUu	Brown wood flooring sits in a green hallway.
447	7-O0vqwVJpwcykFY	A multicolored snake on the ground.
448	zL4ygvUwvsWTxnc4	A group of people with happy faces in the forest.
449	Wb081TsbNRqLueZW	A line of blue and gray cars parked on a brick road in front of a building.
450	7-O0vqwVJpwcykFY	A snake lying coiled on the ground.
451	YrF83_twEPyJAlyW	People are being rowed beneath a bridge.
452	-q-lecPJgKXcZnOI	Three bowls of fish with two fish jumping out.
453	3tuOcF7tB7uZgf5F	A woman in pink holding something in her right hand.
454	_FwGTtbpET7ChiLz	A woman ready to fight with her gun.
455	ibT05g7ecnS_-XHA	Several large green tents lined up on the sand.
456	p6PH3mecNmvmmEKf	A group of very large ships in the water.
457	4iIETCovYGYq55Ko	A building designed in the shape of a wigwam with steps leading to the door and trees in the background.
458	HgGJkJRPhqq7uGIb	A set of blue, outdoor, temporary urinals with a sink.
459	znML9W2-DfzgQOp3	There is a musical group presenting the music.
460	ZhUqN_fQB434X6_S	People are wearing purple t-shirts.
461	CQw0p9lxxmcc5yFE	A man with a beard putting his hand on an elderly woman's head as she lays in a bed.
462	wX_1HkA3W92sVUtd	Village women with mangoes, pineapples and other fruit on tables and in baskets, in an open marketplace, with other people and children in the background.
463	4AxZou-8g7EO2Ovg	A woman leans through a window with her hands crossed.
464	Pk3XEUhi5D2mqn9s	A group of young people outside of a shop.
465	2pQd9PWakE5kyNZM	A green colored lizard perched on dried branches of the plants.
466	a1jjpRC7Segl4ENH	Flowers growing along the wall of a building.
467	hbn8MMM17f2iWWOK	A group of women playing sports together at the Olympics.
468	Z1TKwXyWzPHIFyqo	Cooked clams in a bowl on a table.
469	BHAdEgxqzVFOBlNb	A table tennis player stands ready during a match.
470	SaJLtymHz3XE5ZMl	A group of people outside near a mosque.
471	sGfVfIacXdbaPgET	A group of men pose for a picture.
472	9xhQ6sCkKhIcGj8o	Women standing around the edge of a room, one man is visible, the room is old fashioned in interior.
473	3tuOcF7tB7uZgf5F	A woman in pink looking up.
474	ZhUqN_fQB434X6_S	People are on a cancer fundraising walk.
475	o5RKGMYhBH0tk8jj	A green caterpillar with white hair crawling along brown wood.
476	dE1gX7Cn3e6BFvdL	A pile of stacked brown rocks.
477	hmFZ5D7oK1fgcVVJ	Small purple flowers are nestled between rocks.
478	WEeAwicJNXEeCaFj	An image of a horse standing in a field.
479	-RdOvyr6i6B4yFlT	A woman is holding up a baby.
480	wTz6LO9LD5SZBuIA	Three people are standing near a pillar.
481	FG5ZNvfk2Eib12jY	A room with a fireplace and some chairs.
482	3aDatQQJ6Sszz0Dv	A man and a boy posing for a picture in their work clothes.
483	oCrTf6zvGKaDjKXp	A old modeled convertible with two men seated inside.
484	cfIm_CsQG_n0fMKs	It's a picture of traffic.
485	1JIlIeYR8bVkUJm7	A man carrying a red umbrella and a bottle of water next to a window display.
486	06xLbl5yhLMEDi6H	There is a group of people on the road talking amongst each other by large sculptures of spiders.
487	-fNfEFhA-q-cnCFg	A group of people standing around in an orchestral room.
488	tOJuxO05tcX_Vo7d	A smiling woman sits on a bean bag.
489	hAlDh0hhHu70bpTq	A boat is being built in a building.
490	onp4oRSgpb_4XLFK	A group of people sitting on a grassed area around a barbecue.
491	ULIIaAc4-5YuAh9P	A coloured building painted yellow.
492	t92V2iJVgKI2VJJM	A large truck driving on the highway and clouds in the sky.
493	M69D8JCnDMr6N7Kj	A quad bike inside a building.
494	4ejQP5inSSWr2qNp	A military tank being driven in a grassland area.
495	-RdOvyr6i6B4yFlT	A woman is holding up a baby.
496	EZfe7rIK_RBvpuIr	An old wooden trunk filled with random stuff.
497	KrPwEtrvUBCAvm93	Two males in black uniforms playing with a ball.
498	j4sAH3ls3Oz71p0u	A shot looking upwards into a tree going to the leaves and sky.
499	5ylLWmkU1cXFcQ8v	A black and white bathtub in a room painted in red.
500	06AJq-FNnpK6TwFx	A group of Asian women in a celebratory pose.
501	-97p6TRbJ8ziAPMX	A bunch of cars waiting to drive through a checkpoint with a red and white roof with blue and yellow signs under it.
502	-q-lecPJgKXcZnOI	Two goldfish jumping out of glass bowls holding other fish.
503	OY4Tr1m2PfdS5ZzQ	A man in a suit and blue tie.
504	fEsjuIodNtP0P1FR	Two men in white shirts discuss strategy of the game.
505	Lsq5x7QWgI6jBcf-	A man is holding a guitar while in a room with other guitars.
506	405a3LWMzMxunvSG	A font on a pedestal with a backdrop of religious frescoes.
507	0O-0cAnEBxDjw-uy	A woman standing on street with her hands on her hips.
508	GGBPe-YYqlM6FaWd	A picture of a large African-American male wearing sunglasses.
509	RlOo3RTA-meqwLb-	A young girl in a white shirt smiling.
510	eVmdRuUCzXSFiajS	A dog on a sandy beach sat in the shade of a boat.
511	VvuzCkadVIl6zt3U	People walking in a large hall.
512	QuDsYmjFlXNOXkNA	Men playing hockey in a rink.
513	5R7FNDnJJTOZTB1A	A statue of a child and fountains in a pond, and other statues in a park in the background.
514	jjX9HszZfhCgJhKf	A small black goat standing on the hay covered ground.
515	HbDw1BfwbcCL5i1j	A mass of brightly colored flowers stand in the ground.
516	OY4Tr1m2PfdS5ZzQ	A man wearing a jacket and blue tie in a TV studio.
517	sxufX6V67QiGWqGA	A picture of a cupboard leading to a laundry shoot.
518	fQ9LdchEFIRKCO7C	A group of men stand in a court room.
519	Zibjo7D7jJkC1Skm	A small table is in a kitchen with a sink and some cupboards.
520	mIrVyilu6YPewOOc	Many roads and buildings seem from above.
521	o6zkNDpVF9Rg679G	A celebrity in a black dress.
522	AjKhCXe121Mo0r2K	A person in a custom-built racing vehicle on a dirt racing track.
523	a18wAfndRuosGesq	Three standing women in black smiling.
524	3aDatQQJ6Sszz0Dv	Two people smile at the camera.
525	c6bc8iC0QN_egzNB	A gazelle with long sharp horns is standing in a tall grassy area.
526	tRLJCdual3ztiBXz	There is a red motorbike in the park.
527	Zvfv_vrE9UpxfRXv	A woman in a bikini sitting on top of a bomb.
528	fhNYyQfWgkktaqu4	Some woman playing volleyball inside a sports hall.
529	L1VClVKPcHcx9VNn	Many people are sitting around tables talking into microphones.
530	u6Pm10_PUkpXH71z	A man walking on a trail leading through a thick forest.
531	paGAgSDsT7NkWBBA	A man wearing glasses, a red jacket and yellow cap, talks to another man who is wearing a white jacket with blue and red stripes on the sleeves, whilst a third man in a red outfit, and wearing a black cap, stands behind them.
532	-Aeuc_-CWKF96z-s	A bunk bed with a ladder and a floral bedspread in a room.
533	0EipPoZxkLjcnRC7	A plant with big green leaves next to other plants in front of a fence.
534	cct8TT6V5uo7lR81	A statue of a muscular man holding something long and arched up to the sky from one hand to the other, only the back of the statue is on view and it is surrounded by trees, grass and blue skies.
535	fSA2edOk84knSsCd	A woman on a bike riding down a road with a wooden fence in the background.
536	4ZBYxcxF5w0UecJ0	An old car on a street with other old cars.
537	-o3aEcUpE_5NIKNP	A woman wearing an orange dress is smiling.
538	J-lYwMMdBM1pz8FD	A man in a red apron stands next to a conductor posing with a man woman and child as a farmer watches.
539	YzQYhRXISgZAON6j	A man is a climbing on a ladder looking inside a roof.
540	zZhHuJpN3PIr9Drd	A man with brown hair wearing a blue suit and tie with a saying embedded on the front corner of his picture.
541	60QeqMwE7hPynk0C	Two men are standing by a graffiti-covered wall, one holding a digital camera.
542	NaWZCj6rZ-pVeKTJ	A group of people wearing red t-shirts standing outside a building.
543	3xy9q6554yPdtQzu	A parking lot with many trucks.
544	6-OuX1n6vpFtIynZ	A woman sits on the wing of a red airplane.
545	O5cAfwjvftQzafZ3	A woman is studying something, with a pen to her mouth.
546	6kCLPNZxkntiF7YF	A stone monument with a statue of a soldier lying down.
547	vEnD2bBYMkolS0lf	A cruise ship with diamonds painted on the side.
548	x2Aim3iNc5ZMsyCJ	A woman is shown from behind while she is in a store.
549	Ezz3EdgdS0KRAwKi	A small group of children and two adults sit outside on a playing field.
550	aJTriLKMLUEw3-xr	A blue and red lizard is walking the side of its tank.
551	SRji_HX5ZX4Gch3S	Small blue convertible in lot.
552	DuPQYXWC9SxdIov_	A couple of yellow construction vehicles parked next to each other as a large hill looms in the distance.
553	qe8-1WnunKRpX_CU	Three actors, one director and an actress are posing for a photo.
554	Wis_jWKdwMujT38d	Two people putting up some kind of bunting. its above some path that seems to go through a park.
555	WxS7aCiT1pxS_6ss	A diagram explaining about the hyper thermal nozzle production of organic radicals.
556	vgehlrZTtfTRO6Gj	A motorcycle parked in the dirt in front of a view of a mountain.
557	7SFv6ouB3Jqdns9R	A green street car in front of a fast food outlet.
558	xLRZNiBfBiCxVycZ	Suited man with face tattoo with woman in blue sparkling dress.
559	JRCslGHcxOHdPs0z	A lake surrounded by many different coloured flowers and trees.
560	JNvgPfAmesAFHE3j	A vintage wedding scene with bride, groom and party.
561	Zr1_70kn0-C0dNP6	A group of girls in medieval dresses.
562	JwySOdG6TCMkl-G9	A double bus on the road in front of a building.
563	j3BIVIKmfYhMcQyz	A muddy lagoon with a walkway.
564	Pjct73om3iCYFohy	Eight people with thumbs up gathered around a poster of a women.
565	zQcO5ec38OGuaP3k	An old black automobile with white walled tires.
566	pi81o9OGY9Wy8Xe3	A small boat sits on the water, tied by ropes to the dock.
567	PDkRtrPB4GnqgNpS	Armchairs are arranged around a fireplace in a room also containing tables and chairs.
568	qywEEkKre7tLOn9g	A black and white photo of a family.
569	-gqRDDfPZTGlCfJa	Two sky scrappers with mirrored windows.
